[MAIN] User Init Started...
[IMU] Starting Init...
[IMU] Init Complete
[HARDWARE] Starting FreeRTOS TCP-IP Stack
[HARDWARE] FreeRTOS TCP-IP Stack Init Complete
[MAIN] User Init Completed!
[MAIN] Starting 10ms task
prvIPTask started
[MAC] Starting Init...
[MAC] Got hardware revision 6
[MAC] Init Complete!
[HARDWARE] Network UP
[MAIN] Starting Server task
FREE 0x80010bf : 0x20007f70 : 1200 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x200047f0 : 128 
MALLOC 0x8001177 : 0x20005720 : 152 
FREE 0x80010bf : 0x20005720 : 152 
FREE 0x80010bf : 0x200047f0 : 128 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 136 
MALLOC 0x8001177 : 0x200057a8 : 136 
MALLOC 0x8001177 : 0x20005830 : 144 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005c88 : 168 
FREE 0x80010bf : 0x200057a8 : 136 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005830 : 144 
MALLOC 0x8001177 : 0x200057a8 : 136 
FREE 0x80010bf : 0x200057a8 : 136 
FREE 0x80010bf : 0x20005c88 : 168 
MALLOC 0x8001177 : 0x200057a8 : 136 
FREE 0x80010bf : 0x200057a8 : 136 
MALLOC 0x8001177 : 0x200057a8 : 152 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
FREE 0x80010bf : 0x200057a8 : 152 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x200047f0 : 104 
FREE 0x80010bf : 0x200047f0 : 104 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x200047f0 : 128 
MALLOC 0x8001177 : 0x20005720 : 152 
FREE 0x80010bf : 0x20005720 : 152 
FREE 0x80010bf : 0x200047f0 : 128 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 168 
FREE 0x80010bf : 0x20005720 : 168 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 144 
MALLOC 0x8001177 : 0x200057b0 : 152 
FREE 0x80010bf : 0x20005720 : 144 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 144 
MALLOC 0x8001177 : 0x20007f70 : 1200 
FREE 0x80010bf : 0x20007f70 : 1200 
FREE 0x80010bf : 0x200057b0 : 152 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x200047f0 : 128 
MALLOC 0x8001177 : 0x20005720 : 152 
FREE 0x80010bf : 0x20005720 : 152 
FREE 0x80010bf : 0x200047f0 : 128 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 168 
FREE 0x80010bf : 0x20005720 : 168 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 136 
MALLOC 0x8001177 : 0x200057a8 : 136 
MALLOC 0x8001177 : 0x20005830 : 144 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
FREE 0x80010bf : 0x200057a8 : 136 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 152 
FREE 0x80010bf : 0x20005830 : 144 
MALLOC 0x8001177 : 0x200057b8 : 136 
FREE 0x80010bf : 0x200057b8 : 136 
FREE 0x80010bf : 0x20005720 : 152 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20003bf8 : 96 
FREE 0x80010bf : 0x20003bf8 : 96 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x200047f0 : 128 
FREE 0x80010bf : 0x200047f0 : 128 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 152 
FREE 0x80010bf : 0x20005720 : 152 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 168 
MALLOC 0x8001177 : 0x200057c8 : 136 
MALLOC 0x8001177 : 0x20005c88 : 144 
FREE 0x80010bf : 0x20005720 : 168 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20007f70 : 1200 
FREE 0x80010bf : 0x20007f70 : 1200 
MALLOC 0x8001177 : 0x20005d18 : 136 
FREE 0x80010bf : 0x200057c8 : 136 
MALLOC 0x8001177 : 0x200057a8 : 136 
FREE 0x80010bf : 0x200057a8 : 136 
FREE 0x80010bf : 0x20005c88 : 144 
MALLOC 0x8001177 : 0x200057a8 : 136 
FREE 0x80010bf : 0x200057a8 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 152 
FREE 0x80010bf : 0x20005d18 : 136 
MALLOC 0x8001177 : 0x200057b8 : 136 
FREE 0x80010bf : 0x200057b8 : 136 
FREE 0x80010bf : 0x20005720 : 152 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x200047f0 : 128 
MALLOC 0x8001177 : 0x20005720 : 152 
FREE 0x80010bf : 0x20005720 : 152 
FREE 0x80010bf : 0x200047f0 : 128 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 168 
MALLOC 0x8001177 : 0x200057c8 : 136 
MALLOC 0x8001177 : 0x20005c88 : 144 
FREE 0x80010bf : 0x20005720 : 168 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x200057c8 : 136 
MALLOC 0x8001177 : 0x200057a8 : 136 
FREE 0x80010bf : 0x200057a8 : 136 
MALLOC 0x8001177 : 0x200057a8 : 136 
FREE 0x80010bf : 0x20005c88 : 144 
MALLOC 0x8001177 : 0x20005830 : 136 
FREE 0x80010bf : 0x20005830 : 144 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
FREE 0x80010bf : 0x200057a8 : 136 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 152 
FREE 0x80010bf : 0x20005720 : 152 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 136 
MALLOC 0x8001177 : 0x200047f0 : 128 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 152 
FREE 0x80010bf : 0x20005720 : 152 
FREE 0x80010bf : 0x200047f0 : 128 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 168 
MALLOC 0x8001177 : 0x20007f70 : 1200 
FREE 0x80010bf : 0x20007f70 : 1200 
FREE 0x80010bf : 0x20005720 : 168 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 136 
MALLOC 0x8001177 : 0x200057a8 : 136 
MALLOC 0x8001177 : 0x20005830 : 144 
MALLOC 0x8001177 : 0x20005c88 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20003bf8 : 96 
FREE 0x80010bf : 0x20003bf8 : 96 
MALLOC 0x8001177 : 0x20003bf8 : 96 
FREE 0x80010bf : 0x20003bf8 : 96 
FREE 0x80010bf : 0x200057a8 : 136 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20003bf8 : 96 
FREE 0x80010bf : 0x20003bf8 : 96 
MALLOC 0x8001177 : 0x20003bf8 : 96 
FREE 0x80010bf : 0x20003bf8 : 96 
MALLOC 0x8001177 : 0x20006eb0 : 472 
FREE 0x80010bf : 0x20006eb0 : 472 
FREE 0x80010bf : 0x20005830 : 144 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20006eb0 : 472 
FREE 0x80010bf : 0x20006eb0 : 472 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005c88 : 136 
MALLOC 0x8001177 : 0x200057a8 : 136 
FREE 0x80010bf : 0x200057a8 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 152 
FREE 0x80010bf : 0x20005720 : 152 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 168 
FREE 0x80010bf : 0x20005720 : 168 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 136 
MALLOC 0x8001177 : 0x200057a8 : 144 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005838 : 136 
FREE 0x80010bf : 0x200057a8 : 144 
MALLOC 0x8001177 : 0x200057a8 : 136 
FREE 0x80010bf : 0x200057a8 : 144 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
FREE 0x80010bf : 0x20005838 : 136 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 208 
FREE 0x80010bf : 0x20005720 : 208 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 152 
FREE 0x80010bf : 0x20005720 : 152 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20007f70 : 1200 
FREE 0x80010bf : 0x20007f70 : 1200 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 168 
FREE 0x80010bf : 0x20005720 : 168 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 136 
MALLOC 0x8001177 : 0x200057a8 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
FREE 0x80010bf : 0x200057a8 : 136 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 144 
FREE 0x80010bf : 0x20005720 : 144 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 136 
MALLOC 0x8001177 : 0x200047f0 : 120 
MALLOC 0x8001177 : 0x200057a8 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x200047f0 : 128 
FREE 0x80010bf : 0x200057a8 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x200047f0 : 128 
MALLOC 0x8001177 : 0x20005720 : 152 
FREE 0x80010bf : 0x20005720 : 152 
MALLOC 0x8001177 : 0x20005720 : 152 
FREE 0x80010bf : 0x200047f0 : 128 
MALLOC 0x8001177 : 0x200057b8 : 136 
FREE 0x80010bf : 0x200057b8 : 136 
FREE 0x80010bf : 0x20005720 : 152 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 168 
FREE 0x80010bf : 0x20005720 : 168 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 144 
MALLOC 0x8001177 : 0x200057b0 : 136 
FREE 0x80010bf : 0x20005720 : 144 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 144 
FREE 0x80010bf : 0x200057b0 : 136 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20007f70 : 1200 
FREE 0x80010bf : 0x20007f70 : 1200 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x200047f0 : 128 
MALLOC 0x8001177 : 0x20005720 : 152 
FREE 0x80010bf : 0x20005720 : 152 
FREE 0x80010bf : 0x200047f0 : 128 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 168 
FREE 0x80010bf : 0x20005720 : 168 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 152 
MALLOC 0x8001177 : 0x200057b8 : 136 
FREE 0x80010bf : 0x20005720 : 152 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 152 
MALLOC 0x8001177 : 0x20005720 : 144 
MALLOC 0x8001177 : 0x20005c88 : 136 
FREE 0x80010bf : 0x200057b8 : 136 
MALLOC 0x8001177 : 0x200057b8 : 136 
FREE 0x80010bf : 0x200057b8 : 136 
FREE 0x80010bf : 0x20005720 : 152 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005c88 : 136 
MALLOC 0x8001177 : 0x200057a8 : 136 
FREE 0x80010bf : 0x200057a8 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x200047f0 : 128 
MALLOC 0x8001177 : 0x20005720 : 152 
FREE 0x80010bf : 0x20005720 : 152 
FREE 0x80010bf : 0x200047f0 : 128 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 168 
FREE 0x80010bf : 0x20005720 : 168 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 136 
MALLOC 0x8001177 : 0x200057a8 : 152 
MALLOC 0x8001177 : 0x20005c88 : 144 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
FREE 0x80010bf : 0x200057a8 : 152 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
FREE 0x80010bf : 0x20005c88 : 144 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20007f70 : 1200 
FREE 0x80010bf : 0x20007f70 : 1200 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x200047f0 : 128 
MALLOC 0x8001177 : 0x20005720 : 152 
FREE 0x80010bf : 0x20005720 : 152 
FREE 0x80010bf : 0x200047f0 : 128 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 168 
FREE 0x80010bf : 0x20005720 : 168 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 136 
MALLOC 0x8001177 : 0x200057a8 : 152 
MALLOC 0x8001177 : 0x20005c88 : 144 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
FREE 0x80010bf : 0x200057a8 : 152 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
FREE 0x80010bf : 0x20005c88 : 144 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 136 
MALLOC 0x8001177 : 0x200057a8 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
FREE 0x80010bf : 0x200057a8 : 136 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x200047f0 : 128 
MALLOC 0x8001177 : 0x20005720 : 152 
FREE 0x80010bf : 0x20005720 : 152 
FREE 0x80010bf : 0x200047f0 : 128 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 168 
FREE 0x80010bf : 0x20005720 : 168 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 136 
MALLOC 0x8001177 : 0x200057a8 : 152 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005c88 : 144 
FREE 0x80010bf : 0x200057a8 : 152 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
FREE 0x80010bf : 0x20005c88 : 144 
MALLOC 0x8001177 : 0x20005720 : 136 
FREE 0x80010bf : 0x20005720 : 136 
MALLOC 0x8001177 : 0x20005720 : 136 
MALLOC 0x8001177 : 0x200057a8 : 136 
FREE 0x80010bf : 0x20005720 : 136 
